,node,x,y
289,LONESTAR_1_N001_1,"[-13600504.922250777, -13601793.302606406, -13602283.841425154, -13606328.750048107, -13607032.822041158, -13606591.927508824, -13606093.780292155, -13606133.85530884, -13605890.065624002, -13605111.942383356, -13605115.281968083, -13604272.593422776, -13603976.483577266, -13603278.51036999, -13602747.516398909, -13602705.214992408, -13603242.888132937, -13601863.639642008, -13601543.039508525, -13601475.134619141, -13601245.816468107, -13600820.576013278, -13600504.922250777]","[4510277.957406924, 4508421.937662511, 4508562.455578591, 4510601.961099431, 4513265.088820374, 4516146.3693623245, 4515699.888202251, 4515284.299041608, 4515014.736517199, 4514992.273286861, 4514530.383799609, 4514871.534249718, 4514590.751176609, 4514627.252550214, 4514155.552296911, 4513404.525813827, 4512864.1008356195, 4511589.650558073, 4511543.335351955, 4512003.689530749, 4511930.705201361, 4510640.931451046, 4510277.957406924]"
290,LONESTAR_1_N001_2,"[-13604651.079691472, -13604528.628251603, -13604864.813113796, -13604808.040173493, -13604651.079691472]","[4514923.479943849, 4514819.5888134, 4514854.687052946, 4514916.460240376, 4514923.479943849]"
291,LONESTAR_1_N001_3,"[-13605497.1078215, -13605276.695229732, -13605423.636957578, -13605749.803065604, -13605497.1078215]","[4515281.491062863, 4515233.7555394685, 4515091.95423917, 4515230.947574287, 4515281.491062863]"
292,LPSAMOA_7_N002_1,"[-13824598.21375363, -13825501.07906315, -13823615.404886935, -13821076.20730194, -13820928.851068249, -13819964.127591996, -13820359.309781233, -13820035.370063024, -13820327.0271289, -13820655.41962674, -13820270.254188597, -13820948.18988753, -13821250.978902485, -13821148.564970953, -13821276.582385369, -13822169.364701528, -13822603.510715622, -13822645.812122127, -13823707.800064292, -13823797.968851835, -13824020.60783342, -13824541.583050335, -13824598.21375363]","[4984193.467748304, 4984849.56070396, 4988687.868234693, 4994644.5204760665, 4995062.13159161, 4992429.032560002, 4992437.765043707, 4992047.696798462, 4991732.709681392, 4992318.534980427, 4991610.5445198, 4991332.3669114895, 4991470.718803945, 4990996.798136518, 4990374.260338491, 4989222.008000669, 4988221.43952701, 4986589.850215711, 4985583.667863457, 4985224.762423831, 4985223.291527059, 4984398.153387126, 4984193.467748304]"
293,LPSAMOA_7_N002_2,"[-13820287.94950011, -13820394.323166583, -13820934.831548633, -13820697.721033243, -13820303.650035834, -13820287.94950011]","[4984706.851261549, 4984515.853134725, 4984280.492312943, 4984589.355658327, 4984715.845373527, 4984706.851261549]"
294,LPSAMOA_7_N002_3,"[-13821203.133378355, -13822117.489818709, -13822177.157065885, -13821118.50870844, -13820964.887811147, -13821203.133378355]","[4984210.120396292, 4984117.194668826, 4984118.710652117, 4984714.3745534625, 4984465.809147162, 4984210.120396292]"
295,LPSAMOA_7_N002_4,"[-13821991.25351626, -13821648.389484618, -13821747.463831425, -13821591.616544312, -13821579.371400325, -13821773.067314306, -13821439.108841926, -13821051.717013966, -13822720.396180956, -13823505.19859105, -13822930.790018557, -13822498.870394276, -13822554.530139675, -13822389.7772933, -13822645.812122127, -13822615.755859612, -13822238.382785823, -13822376.418954406, -13822316.306429379, -13822066.950770002, -13822241.722370546, -13821991.25351626]","[4985627.796492804, 4985493.940265935, 4985588.080717424, 4985508.649651623, 4985674.867250717, 4985635.151283764, 4985757.241623496, 4985348.318544159, 4984146.654565557, 4983980.462994279, 4985265.947623446, 4985586.609765868, 4985408.6262663035, 4985390.9751871, 4985238.00050475, 4985161.5140628815, 4985483.643709159, 4985277.714855261, 4985224.762423831, 4985533.655658141, 4985810.196944656, 4985627.796492804]"
296,LUH_LNODEXF1_1,"[-13668389.70944972, -13668646.589623835, -13671036.422705058, -13670562.236995263, -13669933.28187228, -13669843.113084737, -13669351.080935432, -13669277.61007151, -13668943.65159913, -13669050.518310288, -13668614.145906381, -13668822.313354164, -13668518.411144298, -13667426.366939617, -13667443.064863235, -13667587.780201266, -13667390.74470256, -13667278.31201686, -13667526.554481331, -13665940.251737526, -13665759.91416244, -13665872.346848141, -13665992.571898198, -13665669.7453749, -13665253.410479331, -13664849.32072775, -13663524.618787311, -13663494.562524797, -13663411.072906703, -13663030.36024819, -13661929.410484243, -13662009.560517615, -13661799.166680016, -13661489.69849561, -13661540.905461375, -13661321.606064513, -13661356.115106657, -13661063.344845872, -13660642.557170672, -13660516.766146077, -13660200.618792223, -13660613.614103068, -13660513.426561354, -13659872.226294385, -13659274.440628823, -13659399.118458511, -13659047.348867608, -13658811.351547126, -13658853.652953627, -13657851.777536485, -13657486.649606684, -13657370.87733626, -13657276.309177332, -13656957.501910085, -13668389.70944972]","[5956575.568060508, 5956863.681633798, 5968962.480294347, 5968982.4887995, 5968000.161067283, 5967065.415518495, 5967049.046088538, 5966322.274440571, 5965638.116971695, 5965535.006994339, 5965210.9550202405, 5964446.69841384, 5962846.395596066, 5962419.3706586845, 5962016.906563568, 5961974.370795397, 5961727.340250943, 5961792.77812315, 5961951.467006307, 5961697.893368964, 5961395.250633224, 5961457.414228307, 5961208.762511607, 5961403.430028266, 5961143.329029859, 5960349.987199094, 5959533.820233835, 5959121.676814285, 5959339.194521054, 5959349.007478064, 5958585.265395036, 5956909.192673569, 5956997.485040114, 5957978.571574786, 5957559.961133118, 5957664.61185687, 5957381.730764332, 5957651.530447607, 5957386.636138526, 5957651.530447607, 5957347.393222492, 5957988.3829984, 5958150.273083932, 5957571.407244768, 5957754.547077452, 5957327.771830807, 5958129.014618192, 5958111.026726201, 5958580.35934553, 5958676.845492943, 5958292.5426136935, 5957798.697434771, 5957881.819688676, 5955176.453377026, 5956575.568060508]"
297,LUH_LNODEXF1_2,"[-13674011.485512065, -13674388.610881539, -13673651.352864776, -13672957.832437133, -13673802.747372257, -13674011.485512065]","[5984047.627003391, 5985961.724482378, 5986611.208429717, 5986315.900030489, 5984222.779488651, 5984047.627003391]"
298,LUH_LNODEXF1_3,"[-13675360.721833212, -13675453.530796971, -13675262.145896554, -13675301.107718332, -13675360.721833212]","[5990897.614263291, 5991368.998240628, 5991258.7167128585, 5990946.835659239, 5990897.614263291]"
299,LUH_LNODEXF1_4,"[-13675540.804790683, -13676012.908982225, -13674574.195246436, -13674574.191443453, -13674883.659627859, -13675256.579922015, -13675540.804790683]","[5991812.293032587, 5994210.666124879, 5994071.177415272, 5994071.076828122, 5993332.189921171, 5992992.323071738, 5991812.293032587]"
300,LUH_LNODEXF1_5,"[-13673837.367768195, -13673773.506241808, -13673774.917499555, -13673760.251247903, -13673337.031650906, -13673807.200151885, -13673842.822388941, -13673837.367768195]","[5993999.740087412, 5993993.548575122, 5993988.975175506, 5993992.263475512, 5993951.231543357, 5993649.082599534, 5993990.617200943, 5993999.740087412]"
301,LUH_LNODEXF1_6,"[-13669168.32468536, -13668595.280203832, -13668579.636864236, -13668889.10504864, -13669273.157291878, -13669151.81904691, -13669168.32468536]","[5993086.964007118, 5992903.987725947, 5992703.364626713, 5992394.7150978735, 5992352.030388854, 5992989.039398991, 5993086.964007118]"
302,LUH_LNODEXF1_7,"[-13668467.238294834, -13663872.314494908, -13664755.812355487, -13664794.774177263, -13665973.647584764, -13666792.959037002, -13665966.968415316, -13665834.498221273, -13665255.636869147, -13664742.454016589, -13664311.647587221, -13664180.290588085, -13664480.853213225, -13664497.551136844, -13665000.715235231, -13665374.748724297, -13664781.415838368, -13664922.791591676, -13663867.482818956, -13663574.712558167, -13662965.794943528, -13663271.923543211, -13662926.833121752, -13662276.727295522, -13661918.278535163, -13661465.238714665, -13661393.551390152, -13661592.11242714, -13661506.39641923, -13661757.978468424, -13661569.848528981, -13660981.5966614, -13660098.367080169, -13660907.497558763, -13661649.998562353, -13661921.618119888, -13663340.941627504, -13664093.461385265, -13664478.62682341, -13664169.158639006, -13664817.038075421, -13664997.375650508, -13665811.121128203, -13666719.488173077, -13667066.804984352, -13667178.124475146, -13667063.465399629, -13667400.763456732, -13667445.291253053, -13668883.5390741, -13670537.746707287, -13670882.83712875, -13670742.574570347, -13671215.682406219, -13672535.931567028, -13672952.266462594, -13673494.392382758, -13673191.6033678, -13672587.138532793, -13671770.05347037, -13671375.98247296, -13670774.857222676, -13669675.02065364, -13668892.444633363, -13668795.596676376, -13668427.129161848, -13668467.238294834]","[5992863.10376164, 5991396.06550395, 5989594.3864543615, 5988002.574249523, 5986563.630286665, 5985950.059664376, 5986187.93617652, 5986009.118052374, 5986612.849060005, 5986530.817926114, 5986855.665758539, 5986498.005689582, 5985731.875214113, 5985151.170383211, 5984900.199805171, 5983670.0567790745, 5984327.751574347, 5984414.682543262, 5984673.840406913, 5984531.138601131, 5985466.12411619, 5984142.4110931195, 5982694.267240215, 5982043.255187611, 5982013.739424563, 5982812.718498285, 5982386.077506882, 5982102.287014581, 5981210.2932855915, 5980424.955509871, 5979934.77021108, 5979934.77021108, 5974681.50503136, 5974809.973350319, 5975362.132704374, 5976051.971565592, 5974654.326456909, 5973335.535678659, 5971453.5335694095, 5971489.564597828, 5970785.348826255, 5970220.379727381, 5969516.266719644, 5969486.7934646765, 5969946.915114264, 5970469.28912607, 5970836.115962808, 5971445.344720132, 5971971.084489157, 5972814.6274825055, 5976173.231559968, 5977438.369158216, 5978461.10203772, 5979054.473402331, 5979818.375758457, 5981159.46551889, 5981982.584005717, 5982505.681902885, 5984985.496181457, 5987073.878449934, 5987003.327882105, 5988165.024182605, 5989208.714436151, 5990674.359280276, 5992040.110042113, 5992590.082407386, 5992863.10376164]"
303,LUH_LNODEXF1_8,"[-13659748.038007174, -13658170.640090033, -13658457.355566401, -13659202.082959808, -13659264.421874652, -13659928.99923469, -13660397.65429093, -13661221.418522798, -13662383.59400668, -13662490.460717842, -13662258.916176992, -13662413.650269194, -13662345.745379811, -13662738.703182314, -13663269.697153395, -13663572.486168355, -13663081.567213954, -13661873.750738848, -13661628.847859103, -13661831.449332345, -13661350.549132118, -13660982.081617592, -13661634.413833642, -13662087.484161172, -13662158.728635278, -13661702.318723025, -13661173.551141758, -13660849.61142355, -13661072.250405136, -13660946.45938054, -13660333.08898627, -13660348.67371498, -13660107.110419959, -13659748.038007174]","[5972598.699945898, 5963226.799179296, 5962730.229649604, 5962411.190308877, 5963135.999143304, 5962910.205719376, 5963162.178469983, 5964471.245227198, 5965567.7401881, 5966021.107586304, 5965726.49792487, 5965947.454235693, 5966333.73208108, 5966116.039491279, 5966453.219802933, 5966965.562474868, 5967723.492112395, 5968270.290134642, 5968307.945155676, 5968180.246180097, 5967680.928438815, 5967728.403318901, 5968614.102899051, 5968813.8479842115, 5969635.798166505, 5970595.3841059115, 5971180.030176132, 5971293.033529293, 5971153.826709777, 5971027.723632263, 5971818.764089155, 5971505.942387378, 5972210.216521384, 5972598.699945898]"
304,LUH_LNODEXF1_9,"[-13660684.858577177, -13660662.594679015, -13661202.494209364, -13661257.040759854, -13660824.007940667, -13660684.858577177]","[5958021.087823557, 5957644.989750351, 5957806.873451431, 5958039.075529762, 5958290.907318555, 5958021.087823557]"
305,MANDLY1G_7_N002_1,"[-13266106.522589698, -13271797.61162402, -13272155.345420675, -13272355.720504103, -13272295.607979074, -13272517.133765753, -13275357.252737865, -13266106.522589698]","[4056698.3535432997, 4049550.9432406095, 4049882.6439647214, 4049762.917816426, 4050257.9734393684, 4050336.0004785936, 4056698.3535432997, 4056698.3535432997]"
306,MANDLY1G_7_N002_2,"[-13327447.976768995, -13324288.787532697, -13323937.832952984, -13323414.631346254, -13321998.647423364, -13321493.25693516, -13319883.577098293, -13319564.090159714, -13319501.751244873, -13318807.117622321, -13318597.83697963, -13318039.013135847, -13315872.735845013, -13314425.582464699, -13314450.072752671, -13314820.766657013, -13314470.110261014, -13314682.73048843, -13314140.604568265, -13313815.551655153, -13313306.821582228, -13313197.728481246, -13312773.601221327, -13312704.583137034, -13313015.164516345, -13312447.435113302, -13312546.509460108, -13312121.269005276, -13311595.841008734, -13311006.960902438, -13310699.719107848, -13310105.273027012, -13310068.537595049, -13309712.31522451, -13309025.473966315, -13308879.645433377, -13307994.655481571, -13307746.4130171, -13307217.645435832, -13306012.05535054, -13305395.345371548, -13305002.387569048, -13305771.605250431, -13306887.026548177, -13307285.550325219, -13307599.471289255, -13307431.378858157, -13308031.390913533, -13307940.108931081, -13308790.589840742, -13309313.791447472, -13311064.847037649, -13312421.83163042, -13312761.35607734, -13314603.693649966, -13315290.53490816, -13316256.788088249, -13318212.671541484, -13319892.482657555, -13321317.37213971, -13321643.538247734, -13322925.938781673, -13323875.494038139, -13324910.765302517, -13325024.311183125, -13325734.529534386, -13325792.4156696, -13326321.183250867, -13326585.010444045, -13327277.417676782, -13327447.976768995]","[4023419.270831836, 4032654.437617135, 4032489.829477873, 4031469.050751599, 4031427.4156648004, 4031027.1893608714, 4031470.393821432, 4031205.812116201, 4030870.057371027, 4030857.970384585, 4031037.9335076404, 4030598.774758898, 4031032.5614329837, 4032644.297379809, 4033228.6079462375, 4033649.0614398406, 4034101.771523028, 4034293.8764894153, 4034252.2310818764, 4034738.551459924, 4034786.915947299, 4035278.6332241297, 4035091.885638508, 4035300.1295455666, 4035447.91785355, 4035384.771705542, 4035709.910930001, 4035966.535631438, 4035591.6774109583, 4035486.8805450154, 4035857.7045546225, 4035750.218091992, 4036056.5571844797, 4036276.911450942, 4035762.310268404, 4035320.2823837427, 4035009.932628589, 4034688.843728515, 4034768.107511158, 4034351.642951875, 4033546.969069625, 4033379.055976333, 4032442.8179232357, 4032088.222729578, 4031745.726481279, 4031293.1099696117, 4030824.3954894766, 4030155.6041782172, 4029566.0797068547, 4028506.623710483, 4028252.8522825926, 4028309.2454453493, 4027725.186910902, 4027354.6273449925, 4027311.6646956834, 4027084.7708872077, 4027333.1460001078, 4027055.234747017, 4027153.24132446, 4026664.559359355, 4026186.6379001415, 4025767.801842221, 4025099.306902943, 4024957.0218691817, 4024401.321840731, 4024665.745775321, 4024432.19335485, 4024153.010524387, 4023638.9561524675, 4023378.58235098, 4023419.270831836]"
307,MANDLY1G_7_N002_3,"[-13287530.79348904, -13286817.235553058, -13288453.632067718, -13289109.303868491, -13288461.424432077, -13288217.634747237, -13287530.79348904]","[4031121.200988503, 4030902.289397521, 4030373.1584927663, 4030373.1584927663, 4030941.236551108, 4030745.159129029, 4031121.200988503]"
308,MANDLY1G_7_N002_4,"[-13295143.933464395, -13293896.041972602, -13292409.92677051, -13290556.457248805, -13289661.448542826, -13289574.619340006, -13289220.623359285, -13290627.701722912, -13292868.563072579, -13293983.98437033, -13294313.490063079, -13295007.01049072, -13295300.893946413, -13295731.700375784, -13295940.981018474, -13296457.503455754, -13295569.173919227, -13295383.2703696, -13295143.933464395]","[4030929.149489206, 4030809.622566952, 4029631.8793327888, 4029564.7368612834, 4030064.286319977, 4030295.2681994285, 4030181.11959283, 4029110.864121607, 4029666.7935741926, 4029445.2242400493, 4029803.7658611927, 4029932.6824577455, 4030201.2633815645, 4030107.259338651, 4030424.190352755, 4030618.919285471, 4030657.8654711097, 4030941.236551108, 4030929.149489206]"
